,,,,,,,GOPHER,NON ANN GRASS,BARE,ROCK,LITTER,COWPIE,MOSS,ACH MIL,ACH MOL,ACM WRA,AEG TRI,AGO HET,ALL SER,AMS INT,ANC FIL,APH OCC,ART CAL,ASTE SP,AST GAM,ATH PUS,AVEN SP,BRO BER,BRO CAR,BRO DIA,BRO HOR,BRO MAD,BRO TRI,BRO TER,BROD SPP,CAL ARG,CAL VEN,CALO SP,CAL CIL,CAL MUL,CAL SUB,CALY SP,CAM GRA,CAR PYC,CAS ATT,CAS DEN,CAS ERI,CAS EXS EXS,CAS PUR,CAS RUB LIT,CAU LAS,CEN SOL,CEN SOL BROAD,CHAE SP,CHL POM,CLAR SP,CLA EXI EXI,CLA GYP,CLA PER,CLAR SP,COL HET,CRA CON,CRO SET,CRY FLA,CUS SUB,DODD SPP,DAU PUS,DEL VAR,DELP SP,DES DAN,DIC CAP,DUD SET,ELY GLA,ELY MUL,EPI MIN,EPIL SP,ERI CON,ERI GLA,ERI NUD,ERI ROS,ERI VIM,ERI RED ANG,ERO BOT,ERO CIC,ERO MOS,EROD SP,ERY CAP,ESC CAL,EUP SPA,FES BRO,FES MIC,FES MYU,FES PER,FIL GAL,FRA CAL,GAL APA,GAL POR,GALI SP,GAS PHL,GIL ACH,GIL CLI,GIL TRI,HEM CON,HEM CON LUZ,HES SPA,HOR BRA,HOR MAR,HOR MUR LEP,KOE MAC,LACT SP,LAM AUR,LAS CAL,LAY GAI,LAY PLA,LES NEM,LEP AMB,LEP AND,LEP BIC,LEP GRA,LEP LIN,LEP NIT,LEP PAR,LEPT SP,LES MIC GLA,LEW RED,LIN DIC,LOM CAR,LOM DAS,LOM MAC,LOM UTR,LOMA SP,LUP BIC,LUPI SP,MADI SP,MEL CAL,MEL TOR,MELI SP,MIC CAL,MIC DOU,MIM DOU,MIN DOU,MIN PUS,MON MAJ,MUI MAR,NAV HET,PEL AND,PEN BEL,PEN TRI,PER KEL,PHA CAL,PHA DIS,PHA IMB,PHL GRA,PLA CAL,PLA ERE,POA SEC SEC,POA SP,POLY SP,PRI HEN,PSI BRE,PTE DRY,QUE DUR,RAN CAL,RIG LEP,SAL COL,SAN BIP,SAN TUB,SENE SP,SHE ARV,SID DIP,SIL CAL,SIL GAL,SIS BEL,STE MED,STE NIT,STI PUL,STR ALB,STYL SP,TALL EVAX,TET GRA,TOX FRE,TRI ALB,TRI DEP,TRI ERI,TRI PUS,TRI GRA,TRI HIR,TRI INFLATED,TRI MIC,TRI WIL,TRIF SP,TRI LAN,TRI LAX,URO LIN,UNK ANN GRASS,UNK BUN,UNKNOW,,,,
,2003,KCN22,KCN22-5,KCN22-5,KCN22,5,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN22,KCN22-6,KCN22-6,KCN22,6,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN22,KCN22-7,KCN22-7,KCN22,7,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN22,KCN22-8,KCN22-8,KCN22,8,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN22,KCN22-9,KCN22-9,KCN22,9,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN22,KCN22-10,KCN22-10,KCN22,10,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-1,KCN30-1,KCN30,1,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-2,KCN30-2,KCN30,2,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-3,KCN30-3,KCN30,3,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-4,KCN30-4,KCN30,4,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-5,KCN30-5,KCN30,5,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-6,KCN30-6,KCN30,6,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-7,KCN30-7,KCN30,7,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-8,KCN30-8,KCN30,8,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-9,KCN30-9,KCN30,9,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCN30,KCN30-10,KCN30-10,KCN30,10,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-1,KCS12-1,KCS12,1,,,30,1,,,,0,0,1,,0,0,0,,0,0,,1,0,0,0,0,,0,0,,,5,,,,0,,0,0,,,,0,,0,,,,0,,0,1,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,1,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,5,0,,,0,,,0,0,0,,,1,,0,0,,1,0,,,,0,,,0,0,0,,0,,0,1,,,,0,,0,0,,0,0,40,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,10,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-2,KCS12-2,KCS12,2,,,30,1,,,,0,0,1,,0,0,0,,0,0,,1,0,0,0,0,,1,0,,,1,,,,0,,0,0,,,,0,,0,,,,0,,0,1,0,0,0,0,,,,,2,0,2,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,5,0,,1,,,0,,,,0,,0,5,,0,0,,0,0,,,20,0,,,0,,,0,1,0,,,5,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,10,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,5,0,,,0,,5,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-3,KCS12-3,KCS12,3,,,,10,,,,0,0,10,,1,0,0,,0,0,,2,0,0,0,0,,5,0,,,1,,,,0,,0,0,,,,0,,0,,,,0,,0,5,0,0,0,0,,,,,5,0,0,,,,,0,0,0,,0,0,,,10,,,,,0,,,0,1,0,0,0,,2,,,0,,,,0,,0,0,,0,0,,0,0,,,5,0,,,1,,,0,1,0,,,0,,0,0,,0,0,,,,0,,,0,0,1,,0,,0,5,,,,0,,0,0,,0,0,20,0,0,,0,,,,0,0,0,2,,0,,1,,0,0,0,,1,0,,,0,,10,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-4,KCS12-4,KCS12,4,,,40,,,,,0,0,1,,0,0,0,,0,0,,1,0,0,0,0,,0,0,,,1,,,,0,,0,0,,,,0,,0,,,,0,,0,2,0,0,0,0,,,,,1,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,1,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,2,0,,,0,,,0,1,0,,,1,,0,0,,1,0,,,,0,,,0,0,0,,0,,0,1,,,,0,,0,0,,0,0,30,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,10,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-5,KCS12-5,KCS12,5,,,30,,,,,0,0,2,,0,0,0,,0,0,,1,0,0,0,0,,0,5,,,2,,,,0,,0,0,,,,0,,0,,,,0,,0,5,0,0,0,0,,,,,2,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,1,0,,1,,,0,,,,0,,0,1,,0,0,,0,0,,,20,0,,,0,,,0,1,0,,,1,,0,0,,1,0,,,,0,,,0,0,1,,0,,0,1,,,,0,,0,0,,0,0,20,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-6,KCS12-6,KCS12,6,,,10,10,,,,0,0,2,,0,0,0,,0,0,,1,0,0,0,0,,5,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,10,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,5,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,20,0,,,0,,,0,0,0,,,2,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,1,,,,0,,0,0,,0,0,10,0,0,,0,,,,0,10,0,0,,0,,0,,0,0,0,,10,0,,,0,,0,0,,,,,,,0,,,0,0,,,1,,,,
,2003,KCS12,KCS12-7,KCS12-7,KCS12,7,,,10,,,,,0,0,10,,5,0,0,,0,0,,2,0,0,0,0,,20,0,,,0,,,,0,,10,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,1,,,,,0,,,0,0,0,0,2,,2,,,0,,,,0,,0,1,,0,0,,0,0,,,2,0,,,0,,,0,1,0,,,0,,0,0,,0,0,,,,0,,,0,0,2,,0,,0,0,,,,0,,0,0,,0,0,20,0,0,,0,,,,0,5,0,0,,0,,0,,0,0,0,,1,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-8,KCS12-8,KCS12,8,,,20,5,,,,0,0,0,,0,0,0,,0,0,,1,0,0,0,0,,2,0,,,0,,,,0,,5,0,,,,0,,0,,,,0,,0,5,0,0,0,0,,,,,1,0,10,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,30,0,,,0,,,0,1,0,,,1,,0,0,,1,0,,,,0,,,0,0,2,,0,,0,2,,,,0,,0,0,,0,0,30,0,0,,0,,,,0,5,0,0,,0,,0,,0,0,0,,1,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS12,KCS12-9,KCS12-9,KCS12,9,,,20,10,,,,0,0,0,,1,0,0,,0,0,,2,0,0,0,0,,5,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,5,0,0,0,0,,,,,1,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,2,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,10,0,,,0,,,0,0,0,,,1,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,30,0,0,,0,,,,0,5,0,0,,0,,0,,0,0,0,,5,0,,,0,,0,0,,,,,,,0,,,0,0,,,1,,,,
,2003,KCS12,KCS12-10,KCS12-10,KCS12,10,,,30,2,,,,0,0,1,,1,0,0,,0,0,,5,0,0,0,0,,1,0,,,1,,,,0,,0,0,,,,0,,0,,,,0,,0,2,0,0,0,0,,,,,1,0,2,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,2,,1,,,0,,,,0,,0,1,,0,0,,0,0,,,2,0,,,0,,,0,2,0,,,1,,0,0,,1,0,,,,0,,,0,0,1,,0,,0,2,,,,0,,0,0,,0,0,30,0,0,,0,,,,0,20,0,0,,0,,0,,0,0,0,,1,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-1,KCS22-1,KCS22,1,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-2,KCS22-2,KCS22,2,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-3,KCS22-3,KCS22,3,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-4,KCS22-4,KCS22,4,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-5,KCS22-5,KCS22,5,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-6,KCS22-6,KCS22,6,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-7,KCS22-7,KCS22,7,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-8,KCS22-8,KCS22,8,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-9,KCS22-9,KCS22,9,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS22,KCS22-10,KCS22-10,KCS22,10,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS30,KCS30-1,KCS30-1,KCS30,1,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS30,KCS30-2,KCS30-2,KCS30,2,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
,2003,KCS30,KCS30-3,KCS30-3,KCS30,3,,,,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,0,,,,0,,0,0,,,,0,,0,,,,0,,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,,0,0,,,0,,,,,0,,,0,0,0,0,0,,0,,,0,,,,0,,0,0,,0,0,,0,0,,,0,0,,,0,,,0,0,0,,,0,,0,0,,0,0,,,,0,,,0,0,0,,0,,0,0,,,,0,,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,,0,,0,0,0,,0,0,,,0,,0,0,,,,,,,0,,,0,0,,,0,,,,
